ibge_code,ibge_name,uf,prefeitura_url,camara_url
1100015,Alta Floresta D'Oeste,RO,,http://www.altaflorestadoeste.ro.leg.br/
1100023,Ariquemes,RO,https://ariquemes.ro.gov.br,http://www.camaradeariquemes.ro.gov.br/
1100031,Cabixi,RO,,http://www.cabixi.ro.leg.br/
1100049,Cacoal,RO,https://cacoal.ro.gov.br/,https://www.cacoal.ro.leg.br/
1100056,Cerejeiras,RO,http://www.cerejeiras.ro.gov.br,https://cerejeiras.ro.leg.br/
1100064,Colorado do Oeste,RO,,https://www.coloradodooeste.ro.leg.br/
1100072,Corumbiara,RO,http://corumbiara.ro.gov.br,http://www.corumbiara.ro.leg.br/
1100080,Costa Marques,RO,https://www.costamarques.ro.gov.br,http://www.costamarques.ro.leg.br/
1100098,Espigão D'Oeste,RO,http://www.espigaodooeste.ro.gov.br,https://espigaodoeste.ro.leg.br/
1100106,Guajará-Mirim,RO,http://www.guajaramirim.ro.gov.br,http://www.guajaramirim.ro.leg.br/
1100114,Jaru,RO,http://jaru.ro.gov.br,https://www.jaru.ro.leg.br/
1100122,Ji-Paraná,RO,http://www.ji-parana.ro.gov.br,http://camaramedici.ro.gov.br/
1100130,Machadinho D'Oeste,RO,http://machadinho.ro.gov.br,http://camarademachadinho.ro.gov.br/
1100148,Nova Brasilândia D'Oeste,RO,,https://www.novabrasilandiadoeste.ro.leg.br/
1100155,Ouro Preto do Oeste,RO,http://www.ouropretodooeste.ro.gov.br,http://www.ouropretodooeste.ro.leg.br/
1100189,Pimenta Bueno,RO,http://pimentabueno.ro.gov.br,http://www.pimentabueno.ro.leg.br/
1100205,Porto Velho,RO,http://www.portovelho.ro.gov.br,http://www.portovelho.ro.leg.br/
1100254,Presidente Médici,RO,,http://camaramedici.ro.gov.br/
1100262,Rio Crespo,RO,http://riocrespo.ro.gov.br,https://www.riocrespo.ro.leg.br/
1100288,Rolim de Moura,RO,https://rolimdemoura.ro.gov.br/,http://www.rolimdemoura.ro.leg.br/
1100296,Santa Luzia D'Oeste,RO,,https://santaluziadoeste.ro.leg.br/
1100304,Vilhena,RO,http://www.vilhena.ro.gov.br,http://www.vilhena.ro.leg.br/
1100320,São Miguel do Guaporé,RO,,http://saomigueldoguapore.ro.leg.br/
1100338,Nova Mamoré,RO,http://www.novamamore.ro.gov.br,https://novamamore.ro.leg.br/
1100346,Alvorada D'Oeste,RO,http://www.alvoradadooeste.ro.gov.br,https://www.camaradealvorada.ro.gov.br/
1100379,Alto Alegre dos Parecis,RO,http://www.altoalegre.ro.gov.br/,
1100403,Alto Paraíso,RO,,http://www.camaradealtoparaiso.ro.gov.br/
1100452,Buritis,RO,https://buritis.ro.gov.br/,https://www.buritis.ro.leg.br/
1100502,Novo Horizonte do Oeste,RO,,https://novohorizontedooeste.ro.leg.br/
1100601,Cacaulândia,RO,http://www.cacaulandia.ro.gov.br,http://www.camaradecacaulandia.ro.gov.br/
1100700,Campo Novo de Rondônia,RO,https://camponovo.ro.gov.br,http://www.camponovoderondonia.ro.leg.br/
1100809,Candeias do Jamari,RO,http://www.candeiasdojamari.ro.gov.br,http://www.candeiasdojamari.ro.leg.br/
1100908,Castanheiras,RO,http://www.castanheiras.ro.gov.br,https://www.castanheiras.ro.leg.br/
1100924,Chupinguaia,RO,,https://chupinguaia.ro.leg.br/
1100940,Cujubim,RO,https://www.cujubim.ro.gov.br,http://camaradecujubim.ro.gov.br/
1101005,Governador Jorge Teixeira,RO,http://governadorjorgeteixeira.ro.gov.br,http://governadorjorgeteixeira.ro.leg.br/
1101104,Itapuã do Oeste,RO,http://www.itapuadooeste.ro.gov.br,http://www.camaradeitapuadooeste.ro.gov.br/
1101203,Ministro Andreazza,RO,https://ministroandreazza.ro.gov.br/,
1101302,Mirante da Serra,RO,http://www.mirantedaserra.ro.gov.br,http://www.mirantedaserra.ro.leg.br/
1101401,Monte Negro,RO,http://www.montenegro.ro.gov.br,https://www.camarademontenegro.ro.gov.br/
1101435,Nova União,RO,,https://www.camaradenovauniao.ro.gov.br/vereador
1101450,Parecis,RO,https://parecis.ro.gov.br/,http://parecis.ro.leg.br/
1101468,Pimenteiras do Oeste,RO,,http://www.pimenteirasdooeste.ro.leg.br/
1101476,Primavera de Rondônia,RO,http://www.primavera.ro.gov.br,https://www.primaveraderondonia.ro.leg.br/
1101484,São Felipe D'Oeste,RO,,http://www.saofelipedoeste.ro.leg.br/
1101492,São Francisco do Guaporé,RO,http://www.saofrancisco.ro.gov.br,http://camaradesaofrancisco.ro.gov.br/
1101500,Seringueiras,RO,https://seringueiras.ro.gov.br/,http://www.camaradeseringueiras.ro.gov.br/
1101559,Teixeirópolis,RO,https://teixeiropolis.ro.gov.br/,http://www.portovelho.ro.leg.br/
1101609,Theobroma,RO,https://www.theobroma.ro.gov.br,http://www.theobroma.ro.leg.br/
1101708,Urupá,RO,https://urupa.ro.gov.br/,https://urupa.ro.leg.br/
1101757,Vale do Anari,RO,https://www.valedoanari.ro.gov.br,http://camaravaledoanari.ro.gov.br/
1101807,Vale do Paraíso,RO,,https://www.valedoparaiso.ro.leg.br/
1200013,Acrelândia,AC,https://acrelandia.ac.gov.br/,https://acrelandia.ac.leg.br/
1200054,Assis Brasil,AC,http://assisbrasil.ac.gov.br,https://www.assisbrasil.ac.leg.br/
1200104,Brasiléia,AC,http://www.brasileia.ac.gov.br,https://brasileia.ac.leg.br/
1200138,Bujari,AC,https://bujari.ac.gov.br/,http://bujari.ac.leg.br/
1200179,Capixaba,AC,https://capixaba.ac.gov.br/,http://www.capixaba.ac.leg.br/
1200203,Cruzeiro do Sul,AC,http://www.cruzeirodosul.ac.gov.br/,https://cruzeirodosul.ac.leg.br/
1200252,Epitaciolândia,AC,https://epitaciolandia.ac.gov.br/,https://epitaciolandia.ac.leg.br/
1200302,Feijó,AC,https://feijo.ac.gov.br/,https://www.feijo.ac.leg.br/
1200328,Jordão,AC,https://jordao.ac.gov.br/,http://www.jordao.ac.leg.br/
1200336,Mâncio Lima,AC,https://manciolima.ac.gov.br/,https://manciolima.ac.leg.br/
1200344,Manoel Urbano,AC,https://manoelurbano.ac.gov.br/,https://manoelurbano.ac.leg.br/
1200351,Marechal Thaumaturgo,AC,https://www.marechalthaumaturgo.ac.gov.br/,https://marechalthaumaturgo.ac.leg.br/
1200385,Plácido de Castro,AC,https://placidodecastro.ac.gov.br/,https://placidodecastro.ac.leg.br/
1200393,Porto Walter,AC,https://www.portowalter.ac.gov.br/,https://portowalter.ac.leg.br/
1200401,Rio Branco,AC,http://www.riobranco.ac.gov.br,http://www.riobranco.ac.leg.br/
1200427,Rodrigues Alves,AC,https://rodriguesalves.ac.gov.br/,https://rodriguesalves.ac.leg.br/
1200435,Santa Rosa do Purus,AC,https://www.santarosadopurus.ac.gov.br,http://santarosadopurus.ac.leg.br/
1200450,Senador Guiomard,AC,https://senadorguiomard.ac.gov.br/,https://www.senadorguiomard.ac.leg.br/
1200500,Sena Madureira,AC,https://senamadureira.ac.gov.br/,https://www.senamadureira.ac.leg.br/
1200609,Tarauacá,AC,https://www.tarauaca.ac.gov.br,http://www.tarauaca.ac.leg.br/
1200708,Xapuri,AC,https://www.xapuri.ac.gov.br,https://xapuri.ac.leg.br/
1200807,Porto Acre,AC,https://portoacre.ac.gov.br/,https://portoacre.ac.leg.br/
1300029,Alvarães,AM,,https://www.alvaraes.am.leg.br/
1300060,Amaturá,AM,http://amatura.am.gov.br,https://camaraamatura.am.gov.br/
1300086,Anamã,AM,http://anama.am.gov.br,
1300102,Anori,AM,,https://camaraanori.am.gov.br/
1300144,Apuí,AM,http://apui.am.gov.br,https://www.apui.am.leg.br/
1300201,Atalaia do Norte,AM,http://atalaiadonorte.am.gov.br,https://atalaiadonorte.am.leg.br/
1300300,Autazes,AM,https://autazes.am.gov.br,
1300409,Barcelos,AM,https://barcelos.am.gov.br/,
1300508,Barreirinha,AM,,https://camarabarreirinha.am.gov.br/
1300607,Benjamin Constant,AM,https://benjaminconstant.am.gov.br/,http://camarabenjaminconstant.am.gov.br/
1300631,Beruri,AM,http://pmberuri.am.gov.br,https://beruri.am.leg.br/
1300680,Boa Vista do Ramos,AM,http://www.boavistadoramos.am.gov.br/,
1300706,Boca do Acre,AM,https://bocadoacre.am.gov.br/,https://bocadoacre.am.leg.br/
1300805,Borba,AM,http://www.cm-borba.pt/,
1300839,Caapiranga,AM,https://www.caapiranga.am.gov.br,https://caapiranga.am.leg.br/
1300904,Canutama,AM,https://canutama.am.gov.br/,
1301001,Carauari,AM,https://www.carauari.am.gov.br/,https://www.camaracarauari.am.gov.br/
1301100,Careiro,AM,https://careiro.am.gov.br/,https://careiro.am.leg.br/
1301159,Careiro da Várzea,AM,https://careirodavarzea.am.gov.br,http://transparencia.camaracareirodavarzea.am.gov.br/
1301209,Coari,AM,http://coari.am.gov.br,https://www.coari.am.leg.br/
1301308,Codajás,AM,http://codajas.am.gov.br,
1301407,Eirunepé,AM,https://www.eirunepe.am.gov.br/a-prefeitura/,
1301506,Envira,AM,http://envira.am.gov.br,https://envira.am.leg.br/
1301605,Fonte Boa,AM,,https://camarafonteboa.am.gov.br/
1301654,Guajará,AM,https://guajara.am.gov.br/,
1301704,Humaitá,AM,https://humaita.am.gov.br/,https://humaita.am.leg.br/
1301803,Ipixuna,AM,http://ipixuna.am.gov.br,http://www.ipixuna.am.leg.br/
1301852,Iranduba,AM,http://www.iranduba.am.gov.br,https://iranduba.am.leg.br/
1301902,Itacoatiara,AM,http://www.itacoatiara.am.gov.br,http://itacoatiara.am.leg.br/
1301951,Itamarati,AM,https://itamarati.am.gov.br/,https://camaraitamarati.am.gov.br/
1302009,Itapiranga,AM,https://itapiranga.am.gov.br/,https://transparencia.camaraitapiranga.am.gov.br/
1302108,Japurá,AM,,https://camarajapura.am.gov.br/
1302207,Juruá,AM,,http://camarajurua.am.gov.br/
1302306,Jutaí,AM,https://jutai.am.gov.br/,https://camarajutai.am.gov.br/
1302405,Lábrea,AM,https://labrea.am.gov.br/,https://labrea.am.leg.br/
1302504,Manacapuru,AM,http://www.manacapuru.am.gov.br,https://www.camaramanacapuru.am.gov.br/
1302553,Manaquiri,AM,http://manaquiri.am.gov.br,
1302603,Manaus,AM,http://www.manaus.am.gov.br,
1302702,Manicoré,AM,http://manicore.am.gov.br,http://manicore.am.leg.br/
1302801,Maraã,AM,http://maraa.am.gov.br,http://www.camaramarapoama.sp.gov.br/
1302900,Maués,AM,http://www.ale.am.gov.br/maues/,
1303007,Nhamundá,AM,http://nhamunda.am.gov.br,
1303106,Nova Olinda do Norte,AM,https://novaolindadonorte.am.gov.br/,
1303205,Novo Airão,AM,http://novoairao.am.gov.br,https://novoairao.am.leg.br/
1303304,Novo Aripuanã,AM,https://novoaripuana.am.gov.br/,https://camaranovoaripuana.am.gov.br/
1303403,Parintins,AM,https://parintins.am.gov.br,http://www.parintins.am.leg.br/
1303502,Pauini,AM,http://pauini.am.gov.br,
1303536,Presidente Figueiredo,AM,http://presidentefigueiredo.am.gov.br,https://www.transparencia.camarapresidentefigueiredo.am.gov.br/
1303569,Rio Preto da Eva,AM,http://www.riopretodaeva.am.gov.br,https://riopretodaeva.am.leg.br/
1303601,Santa Isabel do Rio Negro,AM,http://santaisabeldorionegro.am.gov.br,
1303700,Santo Antônio do Içá,AM,https://santoantoniodoica.am.gov.br/,
1303809,São Gabriel da Cachoeira,AM,http://saogabrieldacachoeira.am.gov.br,https://saogabrieldacachoeira.am.leg.br/
1303908,São Paulo de Olivença,AM,https://saopaulodeolivenca.am.gov.br/,https://camarasaopaulodeolivenca.am.gov.br/
1303957,São Sebastião do Uatumã,AM,http://saosebastiaodouatuma.am.gov.br,
1304005,Silves,AM,https://silves.am.gov.br/,
1304062,Tabatinga,AM,https://tabatinga.am.gov.br/,
1304104,Tapauá,AM,http://tapaua.am.gov.br,
1304203,Tefé,AM,https://tefe.am.gov.br,https://www.tefe.am.leg.br/
1304237,Tonantins,AM,https://tonantins.am.gov.br/,https://camaratonantins.am.gov.br/
1304260,Uarini,AM,https://uarini.am.gov.br/,
1304302,Urucará,AM,http://urucara.am.gov.br,http://www.transparencia-camaraurucara.org/
1304401,Urucurituba,AM,https://urucurituba.am.gov.br/,
1400027,Amajari,RR,https://portal.amajari.rr.gov.br,https://amajari.rr.leg.br/
1400050,Alto Alegre,RR,https://altoalegre.rr.gov.br/,http://camaraaltoalegre.com.br/
1400100,Boa Vista,RR,https://boavista.rr.gov.br/,http://www.boavista.rr.leg.br/
1400159,Bonfim,RR,https://bonfim.rr.gov.br/,https://bonfim.rr.leg.br/
1400175,Cantá,RR,https://canta.rr.gov.br/,http://www2.camara.leg.br/
1400209,Caracaraí,RR,http://«www.caracarai.rr.gov.br»,https://caracarai.rr.leg.br/
1400233,Caroebe,RR,https://caroebe.rr.gov.br/,https://camaracaroebe.rr.gov.br/
1400282,Iracema,RR,https://iracema.rr.gov.br/,https://iracema.rr.leg.br/
1400308,Mucajaí,RR,https://mucajai.rr.gov.br,https://mucajai.rr.leg.br/
1400407,Normandia,RR,https://normandia.rr.gov.br/,https://normandia.rr.leg.br/
1400456,Pacaraima,RR,http://pacaraima.rr.gov.br,https://pacaraima.rr.leg.br/
1400472,Rorainópolis,RR,https://rorainopolis.rr.gov.br/,http://www.camaraderorainopolis.com.br/
1400506,São João da Baliza,RR,https://saojoaodabaliza.rr.gov.br/,https://saojoaodabaliza.rr.leg.br/
1400605,São Luiz,RR,https://saoluiz.rr.gov.br/,https://saoluiz.rr.leg.br/
1400704,Uiramutã,RR,https://uiramuta.rr.gov.br/,https://www.uiramuta.rr.leg.br/
1500107,Abaetetuba,PA,http://cmabaetetuba.pa.gov.br/,
1500131,Abel Figueiredo,PA,http://abelfigueiredo.pa.gov.br,https://camaraabelfigueiredo.pa.gov.br/
1500206,Acará,PA,https://acara.pa.gov.br/,
1500305,Afuá,PA,https://afua.pa.gov.br/,https://camaradeafua.pa.gov.br/
1500347,Água Azul do Norte,PA,http://cmaan.pa.gov.br/,
1500404,Alenquer,PA,http://cmalenquer.pa.gov.br/,
1500503,Almeirim,PA,http://www.cmalmeirim.pa.gov.br/,
1500602,Altamira,PA,http://www.altamira.pa.gov.br,http://www.altamira.pa.leg.br/
1500701,Anajás,PA,http://www.anajas.pa.gov.br,https://camaraanajas.pa.gov.br/
1500800,Ananindeua,PA,http://ananindeua.pa.gov.br,
1500859,Anapu,PA,http://www.anapu.pa.gov.br,https://anapu.pa.leg.br/
1500909,Augusto Corrêa,PA,https://augustocorrea.pa.gov.br,https://linktr.ee/camaraaugustocorrea
1500958,Aurora do Pará,PA,https://auroradopara.pa.gov.br/,https://www.camaraauroradopara.pa.gov.br/index.php
1501006,Aveiro,PA,https://aveiro.pa.gov.br/,http://www.aveiro.pa.leg.br/
1501105,Bagre,PA,https://bagre.pa.gov.br/,https://camaradebagre.pa.gov.br/
1501204,Baião,PA,https://baiao.pa.gov.br/,https://baiao.pa.leg.br/
1501253,Bannach,PA,https://bannach.pa.gov.br,
1501303,Barcarena,PA,https://barcarena.pa.gov.br/,http://www.barcarena.pa.leg.br/
1501402,Belém,PA,https://www.cmb.pa.gov.br/,https://belem.pa.leg.br/
1501451,Belterra,PA,http://belterra.pa.gov.br,https://camarabelterra.pa.gov.br/
1501501,Benevides,PA,http://benevides.pa.gov.br,http://www.benevides.pa.leg.br/
1501576,Bom Jesus do Tocantins,PA,https://bomjesusdotocantins.pa.gov.br/,http://camarabomjesus.pa.gov.br/
1501600,Bonito,PA,https://bonito.pa.gov.br/,http://www.camarabonito.ms.gov.br/
1501709,Bragança,PA,https://braganca.pa.gov.br/,http://www.braganca.pa.leg.br/
1501725,Brasil Novo,PA,http://brasilnovo.pa.gov.br,
1501758,Brejo Grande do Araguaia,PA,http://brejograndedoaraguaia.pa.gov.br,https://brejograndedoaraguaia.pa.leg.br/
1501782,Breu Branco,PA,https://breubranco.pa.gov.br/,http://camaramunicipalbreubranco.pa.gov.br/
1501808,Breves,PA,https://breves.pa.gov.br/,http://www.camarabreves.pa.gov.br/
1501907,Bujaru,PA,https://bujaru.pa.gov.br,https://bujaru.pa.leg.br/
1501956,Cachoeira do Piriá,PA,http://maraba.pa.gov.br/,https://camaracachoeiradopiria.pa.gov.br/
1502004,Cachoeira do Arari,PA,https://cachoeiradoarari.pa.gov.br/,https://camaradecachoeira.pa.gov.br/
1502103,Cametá,PA,,https://camaradecameta.pa.gov.br/
1502152,Canaã dos Carajás,PA,http://www.canaadoscarajas.pa.gov.br,https://canaadoscarajas.pa.leg.br/
1502202,Capanema,PA,https://capanema.pa.gov.br/,https://www.camaracapanema.pa.gov.br/
1502301,Capitão Poço,PA,http://«Página oficial»,https://capitaopoco.pa.leg.br/
1502400,Castanhal,PA,http://castanhal.pa.gov.br,https://castanhal.pa.leg.br/
1502509,Chaves,PA,http://cmchaves.pa.gov.br/,
1502608,Colares,PA,https://colares.pa.gov.br/,
1502707,Conceição do Araguaia,PA,https://conceicaodoaraguaia.pa.gov.br/,
1502756,Concórdia do Pará,PA,http://concordiadopara.pa.gov.br,http://camaraconcordiadopara.pa.gov.br/
1502764,Cumaru do Norte,PA,http://pmcn.pa.gov.br,
1502772,Curionópolis,PA,http://www.curionopolis.pa.gov.br,
1502806,Curralinho,PA,http://www.cmcurralinho.pa.gov.br/,
1502855,Curuá,PA,https://cmcurua.pa.gov.br/,
1502905,Curuçá,PA,http://curuca.pa.gov.br,http://www.camaramunicipaldecuruca.pa.gov.br/
1502939,Dom Eliseu,PA,http://www.domeliseu.pa.gov.br,
1502954,Eldorado do Carajás,PA,http://eldoradodocarajas.pa.gov.br,https://eldoradodocarajas.pa.leg.br/
1503002,Faro,PA,https://faro.pa.gov.br/,https://camarafaro.pa.gov.br/
1503044,Floresta do Araguaia,PA,http://Prefeitura,https://www.camaramunicipaldeflorestadoaraguaia.pa.gov.br/
1503077,Garrafão do Norte,PA,https://garrafaodonorte.pa.gov.br/,https://garrafaodonorte.pa.leg.br/
1503093,Goianésia do Pará,PA,https://www.goianesia.pa.gov.br/,https://goianesiadopara.pa.leg.br/
1503101,Gurupá,PA,https://gurupa.pa.gov.br/,https://camaragurupa.pa.gov.br/
1503200,Igarapé-Açu,PA,http://www.prefeituradeigarapeacu.pa.gov.br,
1503309,Igarapé-Miri,PA,http://igarapemiri.pa.gov.br,http://camaramiriense.pa.gov.br/
1503408,Inhangapi,PA,http://inhangapi.pa.gov.br,
1503457,Ipixuna do Pará,PA,https://cmipixuna.pa.gov.br/,
1503507,Irituia,PA,http://irituia.pa.gov.br,https://www.saomigueldoguama.pa.leg.br/
1503606,Itaituba,PA,http://www.itaituba.pa.gov.br,https://www.itaituba.pa.leg.br/
1503705,Itupiranga,PA,http://itupiranga.pa.gov.br,http://itupiranga.pa.leg.br/
1503754,Jacareacanga,PA,http://www.jacareacanga.pa.gov.br,https://camarajacareacanga.pa.gov.br/
1503804,Jacundá,PA,https://jacunda.pa.gov.br/,
1503903,Juruti,PA,https://juruti.pa.gov.br/,https://camarajuruti.pa.gov.br/
1504000,Limoeiro do Ajuru,PA,https://jjc-post-office.negocio.site/,https://camaralimoeirodoajuru.pa.gov.br/
1504059,Mãe do Rio,PA,http://«Página oficial»,http://camaramaedorio.pa.gov.br/
1504109,Magalhães Barata,PA,https://magalhaesbarata.pa.gov.br/,
1504208,Marabá,PA,http://maraba.pa.gov.br,http://www.maraba.pa.leg.br/
1504307,Maracanã,PA,https://maracana.pa.gov.br/,https://camaramaracana.pa.gov.br/
1504406,Marapanim,PA,https://marapanim.pa.gov.br/,https://camarademarapanim.pa.gov.br/
1504422,Marituba,PA,http://marituba.pa.gov.br,http://www.camaramarituba.pa.gov.br/
1504455,Medicilândia,PA,https://medicilandia.pa.gov.br/,https://medicilandia.pa.leg.br/
1504505,Melgaço,PA,https://melgaco.pa.gov.br/,
1504604,Mocajuba,PA,http://mocajuba.pa.gov.br,
1504703,Moju,PA,http://moju.pa.gov.br,
1504752,Mojuí dos Campos,PA,https://mojuidoscampos.pa.gov.br/,https://camaramojuidoscampos.pa.gov.br/
1504802,Monte Alegre,PA,https://montealegre.pa.gov.br/,https://www.montealegre.pa.leg.br/
1504901,Muaná,PA,http://cmmuana.pa.gov.br/,
1504950,Nova Esperança do Piriá,PA,http://novaesperancadopiria.pa.gov.br,http://www.novaesperancadopiria.pa.leg.br/
1504976,Nova Ipixuna,PA,https://novaipixuna.pa.gov.br/,https://camaranovaipixuna.pa.gov.br/
1505007,Nova Timboteua,PA,http://novatimboteua.pa.gov.br,https://camaranovatimboteua.pa.gov.br/
1505031,Novo Progresso,PA,https://novoprogresso.pa.gov.br/,http://camaranovoprogresso.pa.gov.br/
1505064,Novo Repartimento,PA,http://www.cmnovorepartimento.pa.gov.br/,
1505106,Óbidos,PA,https://cmobidos.pa.gov.br/,
1505205,Oeiras do Pará,PA,https://oeirasdopara.pa.gov.br/,
1505304,Oriximiná,PA,http://www.cmoriximina.pa.gov.br/,
1505403,Ourém,PA,https://ourem.pa.gov.br/,https://www.ourem.pa.leg.br/
1505437,Ourilândia do Norte,PA,http://www.ourilandia.pa.gov.br,https://ourilandiadonorte.pa.leg.br/
1505486,Pacajá,PA,https://pacaja.pa.gov.br/,https://pacaja.pa.leg.br/
1505494,Palestina do Pará,PA,https://palestinadopara.pa.gov.br,http://www.palestinadopara.pa.leg.br/
1505502,Paragominas,PA,http://paragominas.pa.gov.br,http://camaraparagominas.pa.gov.br/
1505536,Parauapebas,PA,http://www.parauapebas.pa.gov.br,http://www.parauapebas.pa.leg.br/
1505551,Pau D'Arco,PA,https://cmpd.pa.gov.br/,
1505601,Peixe-Boi,PA,,http://www.peixeboi.pa.leg.br/
1505635,Piçarra,PA,http://picarra.pa.gov.br/portal,http://camaramunicipal.picarra.pa.gov.br/
1505650,Placas,PA,http://placas.pa.gov.br,http://placas.pa.leg.br/
1505700,Ponta de Pedras,PA,https://cmpontadepedras.pa.gov.br/,
1505809,Portel,PA,https://portel.pa.gov.br/,http://www.camaradeportel.pa.gov.br/
1505908,Porto de Moz,PA,https://portodemoz.pa.gov.br/,https://camaradeportodemoz.pa.gov.br/
1506005,Prainha,PA,https://prainha.pa.gov.br/,http://camaradeprainha.pa.gov.br/
1506104,Primavera,PA,https://primavera.pa.gov.br/,http://camaraprimavera.pa.gov.br/
1506112,Quatipuru,PA,http://quatipuru.pa.gov.br,http://camaraquatipuru.pa.gov.br/
1506138,Redenção,PA,http://cmr.pa.gov.br/,
1506161,Rio Maria,PA,https://riomaria.pa.gov.br,http://www.camaramunicipalderiomaria.pa.gov.br/
1506187,Rondon do Pará,PA,https://rondondopara.pa.gov.br/,https://camararondon.pa.gov.br/
1506195,Rurópolis,PA,http://www.ruropolis.pa.gov.br,https://camararuropolis.pa.gov.br//
1506203,Salinópolis,PA,http://www.salinopolis.pa.gov.br,
1506302,Salvaterra,PA,http://Prefeitura,
1506351,Santa Bárbara do Pará,PA,https://santabarbara.pa.gov.br/,http://camaradesantabarbara.pa.gov.br/
1506401,Santa Cruz do Arari,PA,https://santacruzdoarari.pa.gov.br,https://camarasantacruzdoarari.pa.gov.br/
1506500,Santa Izabel do Pará,PA,http://www.santaizabel.pa.gov.br,
1506559,Santa Luzia do Pará,PA,https://santaluziadopara.pa.gov.br/,https://camarasantaluziadopara.pa.gov.br/
1506583,Santa Maria das Barreiras,PA,http://casadeleissmb.pa.gov.br/,
1506609,Santa Maria do Pará,PA,http://santamaria.pa.gov.br,https://camarasantamariadopara.pa.gov.br/
1506708,Santana do Araguaia,PA,https://cmsa.pa.gov.br/,
1506807,Santarém,PA,https://santarem.pa.gov.br/,http://santarem.pa.leg.br/
1506906,Santarém Novo,PA,https://santaremnovo.pa.gov.br,http://camaradesantaremnovo.pa.gov.br/
1507003,Santo Antônio do Tauá,PA,,https://www.camarasat.pa.gov.br/
1507102,São Caetano de Odivelas,PA,http://saocaetanodeodivelas.pa.gov.br,
1507151,São Domingos do Araguaia,PA,http://saodomingosdoaraguaia.pa.gov.br,http://camaramulsaodomingosdoaraguaia.pa.gov.br/
1507201,São Domingos do Capim,PA,https://saodomingosdocapim.pa.gov.br/,https://camarasaodomingosdocapim.pa.gov.br/
1507300,São Félix do Xingu,PA,https://www.cmsaofelixdoxingu.pa.gov.br/,
1507409,São Francisco do Pará,PA,https://saofranciscodopara.pa.gov.br,
1507458,São Geraldo do Araguaia,PA,http://www.saogeraldodoaraguaia.pa.gov.br,http://www.saogeraldodoaraguaia.pa.leg.br/
1507466,São João da Ponta,PA,https://saojoaodaponta.pa.gov.br,http://www.camarasaojoaodaponta.com.br/
1507474,São João de Pirabas,PA,http://www.saojoaodepirabas.pa.gov.br,
1507508,São João do Araguaia,PA,https://saojoaodoaraguaia.pa.gov.br,https://www.saojoaodoaraguaia.pa.leg.br/
1507607,São Miguel do Guamá,PA,http://www.saomigueldoguama.pa.gov.br,https://www.saomigueldoguama.pa.leg.br/
1507706,São Sebastião da Boa Vista,PA,https://cmssbv.pa.gov.br/,https://saosebastiaodaboavista.pa.leg.br/
1507755,Sapucaia,PA,http://cms.pa.gov.br/,
1507805,Senador José Porfírio,PA,http://joseporfirio.pa.gov.br,
1507904,Soure,PA,https://soure.pa.gov.br/,https://camarasoure.pa.gov.br/
1507953,Tailândia,PA,https://tailandia.pa.gov.br/,http://tailandia.pa.leg.br/
1507961,Terra Alta,PA,https://terraalta.pa.gov.br/,https://camaraterraalta.pa.gov.br/
1507979,Terra Santa,PA,https://terrasanta.pa.gov.br/,https://camaraterrasanta.pa.gov.br/faleconosco.php
1508001,Tomé-Açu,PA,,http://www.camaratomeacu.pa.gov.br/
1508035,Tracuateua,PA,http://tracuateua.pa.gov.br,https://www.camaratracuateua.pa.gov.br/faleconosco.php
1508050,Trairão,PA,https://trairao.pa.gov.br/,http://camaratrairao.pa.gov.br/
1508084,Tucumã,PA,https://www.cmtucuma.pa.gov.br/,
1508100,Tucuruí,PA,http://tucurui.pa.gov.br,http://camaratucurui.pa.gov.br/
1508126,Ulianópolis,PA,http://ulianopolis.pa.gov.br,
1508159,Uruará,PA,https://uruara.pa.gov.br/,http://camarauruara.pa.gov.br/
1508209,Vigia,PA,https://vigia.pa.gov.br/,http://www.camaradevigia.pa.gov.br/
1508308,Viseu,PA,https://viseu.pa.gov.br/,http://camaraviseu.pa.gov.br/
1508357,Vitória do Xingu,PA,https://vitoriadoxingu.pa.gov.br,
1508407,Xinguara,PA,https://xinguara.pa.gov.br/,https://camaraxinguara.pa.gov.br/
1600055,Serra do Navio,AP,http://www.serradonavio.ap.gov.br,https://serradonavio.ap.leg.br/
1600105,Amapá,AP,https://amapa.ap.gov.br/,http://camaradeamapa.ap.gov.br/
1600154,Pedra Branca do Amapari,AP,,http://www.pedrabrancadoamapari.ap.leg.br/
1600204,Calçoene,AP,http://www.calcoene.ap.gov.br,http://www.calcoene.ap.leg.br/
1600212,Cutias,AP,http://www.cutias.ap.gov.br/,https://cutias.ap.leg.br/
1600238,Ferreira Gomes,AP,https://ferreiragomes.ap.gov.br/,https://ferreiragomes.ap.leg.br/
1600253,Itaubal,AP,https://itaubal.ap.gov.br/,https://itaubal.ap.leg.br/
1600279,Laranjal do Jari,AP,http://www.laranjaldojari.ap.gov.br,https://laranjaldojari.ap.leg.br/
1600303,Macapá,AP,http://www.macapa.ap.gov.br,https://macapa.ap.leg.br/
1600402,Mazagão,AP,https://mazagao.ap.gov.br/,
1600501,Oiapoque,AP,http://www.oiapoque.ap.gov.br,https://www.oiapoque.ap.leg.br/
1600535,Porto Grande,AP,https://portogrande.ap.gov.br/,https://portogrande.ap.leg.br/
1600550,Pracuúba,AP,,https://pracuuba.ap.leg.br/
1600600,Santana,AP,https://santana.ap.gov.br/,http://santana.ap.leg.br/
